surface	method	host	path	class	const	evidence_file
seller	UNKNOWN	seller.flipkart.com	/napi/fkgrowthcapital/es-discovery	UNKNOWN	fetchApi	304.fa6a0b601c260dd26c66.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkgrowthcapital/getOffers	UNKNOWN_READLIKE		304.fa6a0b601c260dd26c66.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/delete-managed-listings	WRITE	deleteManagedFileApi	3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/download-darkstore-discount	READ_FILE		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/download-eligible-listings	READ_FILE		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/download-managed-listings	READ_FILE		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/download-mapped-listings	READ_FILE		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/download-recommended-listings	READ_FILE	downloadRecommendedFileApi	3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/fk-promotion-file-validation-status	UNKNOWN_READLIKE		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/fk-promotion-file-validation-status-V3	UNKNOWN_READLIKE		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/fk-promotion-opt-in	UNKNOWN		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/fk-promotion-opt-in-mandate	UNKNOWN		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/fk-promotion-opt-out	UNKNOWN		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/fk-promotion-retry-validation	UNKNOWN	retryApi	3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/fk-promotion-update-listings	WRITE	updateManagedFileApi	3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/fk-promotion-upload-post-opt-in	WRITE	uploadManagedFilePostOptInApi	3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/get-fk-promotion-by-id	UNKNOWN_READLIKE		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/get-fk-promotions	UNKNOWN_READLIKE		3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fkpromo/upload-selsub-listings	WRITE	uploadManagedFileApi	3404.a883c28f13dbef576c47.js
seller	UNKNOWN	seller.flipkart.com	/napi/fulfilment-rest/self-ship/	UNKNOWN		33.b2ae781739dbf1ef817b.js
seller	UNKNOWN	seller.flipkart.com	/napi/fulfilment-rest/self-ship/reUploadRtoFile	WRITE		33.b2ae781739dbf1ef817b.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga-content-manager/learning-pilot-faqs	UNKNOWN	fetchApi	90.4722bfd3fec2521faf2e.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga-content-manager/sample-attachment	UNKNOWN	fetchApi	966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga-content-manager/search-faqs	UNKNOWN_READLIKE	fetchApi	90.4722bfd3fec2521faf2e.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga-content-manager/top-faqs	UNKNOWN	fetchApi	966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga-content-manager/update-usage	WRITE	updateApi	966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/createBookmark	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/createIncident_v2	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/createInstanceHelpSection	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/createInstance_v2	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/deleteBookmark	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/deleteInstance	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/diagnosis	UNKNOWN	fetchApi	966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/gaFeedback	UNKNOWN		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/gaSearch_v2	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/get-config-service-data	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/get-questionnaires	UNKNOWN_READLIKE	fetchApi	966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/getAssistanceCategories	UNKNOWN_READLIKE	fetchApi	966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/getBookmarks	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/getBulkUploadStatus	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/getIssuesForFilter	UNKNOWN_READLIKE		966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/getNodeId	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/getNodeId_v2	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/getSubIssuesForFilter	UNKNOWN_READLIKE		966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/getVideos	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/issue-types	UNKNOWN		966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/selectInstanceNodeHelpSection	UNKNOWN		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/selectInstanceNode_v2	UNKNOWN		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/submitSurvey	WRITE	updateApi	966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/ga/uploadAttachment	WRITE		731.f6104eadedda7632a7ac.js
seller	GET	seller.flipkart.com	/napi/get-locations	READ		484.a77f6a5493c8736e2163.js
seller	UNKNOWN	seller.flipkart.com	/napi/get-marketing-card	UNKNOWN_READLIKE	fetchApi	remote-coe-271.b947b95ea27b267f0117.js
seller	GET	seller.flipkart.com	/napi/get-notifications	READ		33.b2ae781739dbf1ef817b.js
seller	GET	seller.flipkart.com	/napi/get-notifications-count	READ	fetchApi	90.4722bfd3fec2521faf2e.js
seller	UNKNOWN	seller.flipkart.com	/napi/getCallBackDetails	UNKNOWN_READLIKE	fetchApi	966.fec518d64c26baa001d8.js
seller	UNKNOWN	seller.flipkart.com	/napi/getHomePageUpdates	WRITE	fetchApi	remote-coe-271.b947b95ea27b267f0117.js
seller	UNKNOWN	seller.flipkart.com	/napi/getRtbbdDetails	UNKNOWN_READLIKE	getRtbbdData	remote-45.45ea8488a4735893da09.js
seller	GET	seller.flipkart.com	/napi/getSellerStoriesDetails	READ		remote-coe-271.b947b95ea27b267f0117.js
seller	UNKNOWN	seller.flipkart.com	/napi/graphql	READ	fetchApi	887.8eeb808f4df68a93157c.js
seller	UNKNOWN	seller.flipkart.com	/napi/graphql-sse	UNKNOWN		995.5bb30edc681069835fcf.js
seller	GET	seller.flipkart.com	/napi/image-enricher/createDraft	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/image-enricher/createPayment	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/image-enricher/draft	READ		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/image-enricher/getServiceDetail	READ		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/image-enricher/rateCard	READ		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/image-enricher/saveDraft	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/image-enricher/serviceDiscovery	READ		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/image-enricher/submitDraft	WRITE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/inventory-rest/	UNKNOWN		9258.26178f4d4422b76c6a94.js
seller	UNKNOWN	seller.flipkart.com	/napi/inventory-rest/consignment/handleDownloadSplitsCSV	READ_FILE		9258.26178f4d4422b76c6a94.js
seller	UNKNOWN	seller.flipkart.com	/napi/inventory-rest/download/fsn/label	READ_FILE		9258.26178f4d4422b76c6a94.js
seller	UNKNOWN	seller.flipkart.com	/napi/inventory-rest/recall/BulkRecallFileDownload	READ_FILE		9258.26178f4d4422b76c6a94.js
seller	UNKNOWN	seller.flipkart.com	/napi/inventory-rest/recall/BulkRecallFileUpload	WRITE		9258.26178f4d4422b76c6a94.js
seller	UNKNOWN	seller.flipkart.com	/napi/inventory-rest/recall/bulk/download	READ_FILE		9258.26178f4d4422b76c6a94.js
seller	UNKNOWN	seller.flipkart.com	/napi/inventory-rest/recall/downloadErrorSKUFile	READ_FILE		9258.26178f4d4422b76c6a94.js
seller	UNKNOWN	seller.flipkart.com	/napi/lbhw/updateV2	WRITE	updateApi	33.b2ae781739dbf1ef817b.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/addToGroup	WRITE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/adopt-core-size-stock-reco	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/adopt-price-recommendations	UNKNOWN_READLIKE		3464.cdf8e4ca098a1a73e48a.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/adopt-stock-recommendations	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/bulk-edit-rate-limit	WRITE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/catalogFileDownload	READ_FILE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/commission-calc-mps	UNKNOWN_READLIKE	fetchCommissionApi	90.4722bfd3fec2521faf2e.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/conversion-insights	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/core-size-variant-for-a-groupid	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/create-update-listings	WRITE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/deleteFeed	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/deleteRequest	WRITE	deleteApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/downloadErrorGroupingFile	READ_FILE	url	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/downloadNewGroupingTemplate	READ_FILE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/downloadReport	EXPORT		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/enqueueDownload	EXPORT		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/entityDefinition	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fadetails	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fassured/details	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/feed-listings-created/search	WRITE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fetch-deactivation-codes-count	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fetch-default-location	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fetch-recommendations-filter-count	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fetch-seller-potential-sales-loss	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fetchAllVariants	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fetchAllVariantsData	UNKNOWN_READLIKE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fetchFsnGrade	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/fetchRecentBrands	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/filtered-inventory-info	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	GET	seller.flipkart.com	/napi/listing/frequently-used-vertical	READ		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-complete-category-tree	UNKNOWN_READLIKE		4334.d6eb70a751dec8ae847d.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-listings-deactivation-rating	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-listings-info-by-id	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-listings-suppresion-benchmark	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-listings-tier	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-lqs-insight-recos	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-minoq-realized-impact	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-minoq-social-impact	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-misc-card-reviews	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-product-base-info	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-recommendations-impact	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-size-chart-categories	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-stock-reco-for-listing	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/get-stock-recommendations-impact	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	GET	seller.flipkart.com	/napi/listing/getBrandSuggestions	READ		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/getBulkVariantGroups	READ		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/getCatalogErrorFileStatus	UNKNOWN_READLIKE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/getHSNDetailsBasedOnVertical	UNKNOWN_READLIKE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/getProductsList	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/getSellerMPAffinityFlag	UNKNOWN_READLIKE	fetchApi	90.4722bfd3fec2521faf2e.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/getStockInsights	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/getTaxTags	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/getVariants	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/getVerticalGuidelines	READ		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/getVerticalPredictions	UNKNOWN_READLIKE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/image-uploader/feed-vc-action	WRITE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/image-uploader/feed-vc-predict	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/image-uploader/images	WRITE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/image-uploader/request-download-images-catalog-file	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/image-uploader/requested-images-catalog-file-download-status	WRITE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/image-uploader/save-images	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/image-uploader/sku	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/inProgressBulkFeeds	READ		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/inProgressGroupingFeeds	UNKNOWN_READLIKE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/inProgressSingle	UNKNOWN_READLIKE	updateApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/instantCatalogUploadStatus	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/instantGroupingStatus	READ	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/inventoryStock	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/is-shopsy-seller	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/isSellerNew	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lag	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listing-performance-details	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listing-price-recommendation	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listings-price-recommendation	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listingsCountForStates	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listingsDataForStates	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listingsDataForStock	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listingsFilterValues	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listingsStateViewTemplate	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listingsStockCount	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/listingsStockRecoFilterValues	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-customers-liked	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-grade	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-grade-details	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	GET	seller.flipkart.com	/napi/listing/lqs-insights-new	READ		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-insights-new-bulk	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	GET	seller.flipkart.com	/napi/listing/lqs-insights-reco-new	READ		2056.20eacbab222e3f0033e8.js
seller	GET	seller.flipkart.com	/napi/listing/lqs-insights-reco-new-adoption	READ		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-insights-reco-new-adoption-bulk	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-insights-reco-new-bulk	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-metrics-impressions	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-price-reco-update	WRITE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-ratings	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-return-reco-update	WRITE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/lqs-returns	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	GET	seller.flipkart.com	/napi/listing/lqs-similar-listings	READ		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/modifyFaSetting	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/modifyFaSettingSingleListing	UNKNOWN_READLIKE		3464.cdf8e4ca098a1a73e48a.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/modifyListingsSetting	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/moq-eligibility	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/mspEnabled	WRITE	fetchApi	90.4722bfd3fec2521faf2e.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/oosTopListingsCount	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	GET	seller.flipkart.com	/napi/listing/overallScore	READ		2056.20eacbab222e3f0033e8.js
seller	GET	seller.flipkart.com	/napi/listing/overviewAPI	READ		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/priceUpdateHistory	WRITE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/pricing-reco-data	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/pricingInfo	UNKNOWN_READLIKE		remote-345.87db87b7d58f48047a28.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/quality-grade-percent	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/rate-card-identifier	UNKNOWN_READLIKE		731.f6104eadedda7632a7ac.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/recentCategoryTreeBulk	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/recentCategoryTreeSingle	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/removeFromGroup	WRITE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/report/check-report	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/report/generate-report	EXPORT		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/requestCatalogErrorFile	UNKNOWN_READLIKE		5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-insight-data	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reason-filters	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reason-percentage	UNKNOWN_READLIKE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reason-updated-time-duration	WRITE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reco-count-revenue	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reco-count-revenue-listing-level	UNKNOWN_READLIKE		2056.20eacbab222e3f0033e8.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/return-reco-update	WRITE		remote-listingsManagement-843.ac90229ed823f8648971.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/risk-recommendation-data	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/risk-recommendation-data-count	UNKNOWN_READLIKE		remote-802.2d4188eb748944aba10c.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/saveVerticalPredictionsResponse	WRITE		5700.460cdf57b00102e6f476.js
seller	GET	seller.flipkart.com	/napi/listing/search-vertical	READ		4334.d6eb70a751dec8ae847d.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/searchProduct	UNKNOWN_READLIKE	fetchApi	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/searchVertical	UNKNOWN_READLIKE	treeAPI	5700.460cdf57b00102e6f476.js
seller	UNKNOWN	seller.flipkart.com	/napi/listing/seller-quality-latch-on	UNKNOWN_READLIKE	updateApi	5700.460cdf57b00102e6f476.js
