group	method	url	operationName	op_type	body_shape_redacted
seller	POST	https://seller.flipkart.com/napi/metrics/productDetailsView		n/a	{"filters":[{"field_name":"date","filter_type":"RANGE_MATCH","range_from":"2026-07-30","range_to":"2026-07-30"},{"field_name":"is_shopsy","filter_type":"FULL_TEXT_MATCH","text_match_filter_values":["all"]}],"sort":[{"fie
seller	POST	https://seller.flipkart.com/napi/graphql	MetricsGetHulkRawMetricsWithZulu	query?	{"operationName":"MetricsGetHulkRawMetricsWithZulu","variables":{"payload":{"filters":[{"field_name":"date","filter_type":"RANGE_MATCH","range_from":"2019-12-10","range_to":"2019-12-10"},{"field_name":"<redacted>","filte
seller	POST	https://seller.flipkart.com/napi/graphql	GrowthCentralBannerMinMax	query	{"operationName":"GrowthCentralBannerMinMax","variables":{"minMaxArgs":{"view_name":"conversion_based_min_max_date_view","interval":"DAILY"}},"query":"query GrowthCentralBannerMinMax($minMaxArgs: HulkMinMaxInputs) {\n  d
seller	POST	https://seller.flipkart.com/napi/graphql	GrowthCentralBannerKpi	query?	{"operationName":"GrowthCentralBannerKpi","variables":{"current":{"view_name":"conversion_based_aggregated_view","filters":[{"field_name":"date","filter_type":"RANGE_MATCH","range_from":"2026-07-19","range_to":"2026-07-2
vendorhub	POST	https://vendorhub.flipkart.com/vendor/aggregate-entities		n/a	{"entities":["RETURN_ORDER"],"convertCurrency":false}
vendorhub	POST	https://vendorhub.flipkart.com/vendor/operational-performance		n/a	{"metrics":["FILL_RATE","LEAD_TIME","QC_REJECT","RO_APPROVAL_TAT"],"warehouses":["bil","blr_wfld","mum_bndi","kol_dan_01","blr_jig_01","kol","bil_pataudi_01","del","chen","mum","mum_chbr_01","del_ggn_01","jai_01","ghz","
vendorhub	POST	https://vendorhub.flipkart.com/rms-oms/graphql	uamRequest	query?	{"operationName":"uamRequest","variables":{"authRequestList":[{"action":"UPDATE","requestId":"UPDATE_PURCHASE_CONSIGNMENT","resource":"PURCHASE_CONSIGNMENT","context":[]},{"action":"CREATE","requestId":"CREATE_PURCHASE_C
vendorhub	POST	https://vendorhub.flipkart.com/vendor/analytics/filter-data		n/a	{}
vendorhub	POST	https://vendorhub.flipkart.com/vendor/buying-contracts/vendor-sites/details		n/a	
vendorhub	POST	https://vendorhub.flipkart.com/retail-contracts/graphql	BrandOfferList	query	{"operationName":"BrandOfferList","variables":{"state":["SUBMITTED","VALIDATION_IN_PROGRESS","PENDING_APPROVAL"],"page":1,"pageSize":10,"sortOrder":"ASC","sortColumn":"id"},"query":"query BrandOfferList($state: [String!]
vendorhub	POST	https://vendorhub.flipkart.com/retail-contracts/graphql	BrandOfferUploadStats	query	{"operationName":"BrandOfferUploadStats","variables":{},"query":"query BrandOfferUploadStats($state: [String!], $type: [String!], $id: String, $createdBy: String, $businessUnit: [String!], $fromParty: [String!], $created
vendorhub	POST	https://vendorhub.flipkart.com/retail-contracts/graphql	ClaimsCollectionRequestList	query	{"operationName":"ClaimsCollectionRequestList","variables":{"query":{"page":1,"pageSize":10,"sortColumn":"createdAt","sortOrder":"DESC"},"body":{"state":["CREATED","PARTIALLY_SETTLED","CLOSED"]}},"query":"query ClaimsCol
vendorhub	POST	https://vendorhub.flipkart.com/retail-contracts/graphql	Fortuna_get_claim_collection_request_state_count	query	{"operationName":"Fortuna_get_claim_collection_request_state_count","variables":{"state":["CREATED","PARTIALLY_SETTLED","CLOSED"]},"query":"query Fortuna_get_claim_collection_request_state_count($state: [String!], $fromP
vendorhub	POST	https://vendorhub.flipkart.com/retail-payments/graphql	userSession	query	{"operationName":"userSession","variables":{},"query":"<gql-doc>"}
vendorhub	POST	https://vendorhub.flipkart.com/vendor-onboarding/get-onboarding-status		n/a	{"vendorID":"VEN23097","retailerID":"FKI","userID":"gurvinder@jivo.in"}
vendorhub	POST	https://vendorhub.flipkart.com/vendor-onboarding/get-all-documents		n/a	{"vendorID":"VEN23097","retailerID":"FKI"}
vendorhub	POST	https://vendorhub.flipkart.com/vendor-onboarding/bank		n/a	{"vendorID":"VEN23097","retailerID":"FKI","userID":"gurvinder@jivo.in"}
