ItemCode	Warehouse	OUT90	RET90	IN90
PM0000194	BH-GR	104	0	3162
PM0000079	BH-GR	80	0	2691
PM0000015	BH-GR	40	0	2301
PM0000014	BH-GR	40	0	2381
PM0000074	BH-GR	100.61	0	1589.91
FG0000018	BH-GR	41	19	19
PM0000471	BH-GR	0	0	628
PM0000052	BH-GR	0	0	4
PM0000051	BH-GR	0	0	4
PM0000335	BH-GR	0	0	4
PM0000765	BH-GR	0	0	4
FG0000020	BH-GR	1	0	0
PM0000005	BH-GR	35.5	0	141.5
PM0000130	BH-GR	0	0	0.78
FG0000023	BH-GR	19	19	19
PM0000029	BH-GR	0	0	107
PM0000629	BH-GR	0	0	625
PM0000660	BH-GR	0	0	5.47
FG0000026	BH-GR	107	20	20
PM0000506	BH-GR	16	0	3059
PM0000107	BH-GR	16	0	2958
PM0000108	BH-GR	16	0	2958
PM0000057	BH-GR	10	0	1999
PM0000059	BH-GR	0	0	505
PM0000039	BH-GR	0	0	321
PM0000038	BH-GR	0	0	321
PM0000009	BH-GR	1	0	202.9
FG0000029	BH-GR	321	0	0
PM0000851	BH-GR	700	0	26105
PM0000235	BH-GR	700	0	35711
PM0000020	BH-GR	700	0	22765
PM0000019	BH-GR	700	0	22765
PM0000411	BH-GR	35	0	1313.85
PM0000567	BH-GR	0	0	2224
PM0000023	BH-GR	0	0	2224
PM0000022	BH-GR	0	0	2224
FG0000031	BH-GR	2224	0	0
PM0000006	BH-GR	5.2	0	153.8
FG0000070	GP-FG	6110	0	0
FG0000146	GP-FG	2940	0	0
PM0000090	BH-PM	0	0	48350
PM0000090	BH-BS	0	0	0
PM0000091	BH-PM	0	0	48350
PM0000091	BH-BS	0	0	0
PM0000254	BH-PM	0	0	0
RM0000007	BH-GJ	0	0	214197.59
PM0000594	BH-BS	0	0	0
PM0000071	BH-GR	0	0	141
PM0000224	BH-GR	0	0	108
FG0000029	GP-FG	5080	0	0
FG0000033	BH-GR	105	105	105
PM0000085	BH-GR	4	0	2576
PM0000036	BH-GR	0	0	1678
PM0000035	BH-GR	0	0	1678
PM0000159	BH-GR	0	0	268
PM0000158	BH-GR	0	0	268
PM0000195	BH-GR	0	0	268
FG0000042	BH-GR	290	357	357
PM0000251	BH-BS	0	0	0
PM0000251	BH-PC	32306	0	0
PM0000090	BH-PC	15520	0	0
PM0000091	BH-PC	15520	0	0
PM0000113	BH-GR	0	0	189
PM0000118	BH-GR	0	0	189
PM0000117	BH-GR	0	0	189
PM0000187	BH-GR	399	0	1183
PM0000182	BH-GR	0	0	31.5
FG0000191	BH-PF	0	1	1
FG0000320	BH-PF	0	1	1
FG0000070	BH-PF	0	2	6938
FG0000085	BH-PF	0	2	2
FG0000149	BH-PF	0	5	5
FG0000137	BH-PF	0	7	7
FG0000267	BH-PF	0	7	7
FG0000141	BH-PF	0	11	11
FG0000112	BH-PF	0	12	2472
FG0000264	BH-PF	0	12	12
FG0000417	BH-PF	0	12	3792
FG0000192	BH-PF	0	37	5229
FG0000140	BH-PF	0	40	40
FG0000324	BH-PF	100	45	45
FG0000370	BH-PF	0	81	81
FG0000134	BH-PF	0	92	92
FG0000064	BH-PF	3980	108	15628
FG0000088	BH-PF	4000	130	15380
FG0000434	BH-PF	0	152	152
FG0000128	BH-PF	0	301	7452
RM0000009	BH-GR	456	0	8064.91
PM0000233	BH-GR	0	0	464
PM0000232	BH-GR	0	0	464
FG0000053	BH-GR	352	26	26
FG0000034	BH-PF	400	0	400
PM0000228	BH-GR	399	0	898
PM0000227	BH-GR	0	0	92
PM0000226	BH-GR	0	0	94
PM0000229	BH-GR	79.8	0	135.8
FG0000054	BH-GR	4	0	0
PM0000062	BH-GR	327	0	502
PM0000225	BH-GR	0	0	137
FG0000059	BH-GR	137	87	87
PM0000251	BH-GR	0	0	743
PM0000091	BH-GR	0	0	135
PM0000090	BH-GR	0	0	135
PM0000254	BH-GR	0	0	74.5
FG0000064	BH-GR	145	28	28
FG0000069	BH-GR	21	0	0
PM0000266	BH-GR	0	0	54
PM0000265	BH-GR	0	0	54
PM0000259	BH-GR	36	0	613
PM0000424	BH-GR	36	0	613
FG0000074	BH-GR	589	37	73
FG0000444	BH-PF	8156	0	9945
PM0000230	BH-GR	4	0	757
PM0000231	BH-GR	4	0	757
FG0000033	GP-FG	32200	0	1000
FG0000145	GP-FG	3411	25	305
RM0000006	BH-GR	0	30.83	2285.83
PM0000273	BH-GR	0	0	4
PM0000275	BH-GR	0	0	82
PM0000280	BH-GR	0	0	4
PM0000162	BH-GR	0	0	82
PM0000278	BH-GR	0	0	4
PM0000282	BH-GR	0	0	4
PM0000285	BH-GR	0	0	64.81
FG0000082	BH-GR	4	0	0
PM0000274	BH-GR	0	0	78
PM0000281	BH-GR	0	0	78
PM0000279	BH-GR	0	0	78
PM0000283	BH-GR	0	0	78
PM0000284	BH-GR	0	0	8.67
RM0000025	BH-GR	426	0	6418.55
PM0000357	BH-GR	0	0	25
PM0000289	BH-GR	0	0	644
PM0000288	BH-GR	0	0	644
FG0000085	BH-GR	20	5	5
FG0000088	BH-GR	33	0	0
PM0000056	BH-GR	530	0	540
PM0000394	BH-GR	530	0	540
PM0000218	BH-GR	110	0	10
PM0000219	BH-GR	110	0	10
PM0000729	BH-GR	530	0	540
PM0000588	BH-GR	11	0	1
FG0000104	BH-GR	12	0	11
PM0000309	BH-GR	0	0	3.21
PM0000155	BH-GR	156	0	410
PM0000333	BH-GR	156	0	530
PM0000347	BH-GR	156	0	450
PM0000348	BH-GR	156	0	450
PM0000663	BH-GR	156	0	530
PM0000656	BH-GR	156	0	593
PM0000658	BH-GR	39	0	63.5
FG0000112	BH-GR	254	171	327
PM0000349	BH-GR	0	0	554
PM0000350	BH-GR	0	0	554
FG0000114	BH-GR	554	0	0
RM0000037	BH-GR	0	0	80
PM0000344	BH-GR	0	0	64
PM0000345	BH-GR	0	0	64
PM0000026	BH-GR	20	0	24
PM0000025	BH-GR	20	0	24
FG0000123	BH-GR	12	0	0
RM0000021	BH-GR	50	0	1117
PM0000358	BH-GR	10	0	128
PM0000359	BH-GR	10	0	137
PM0000360	BH-GR	10	0	137
FG0000128	BH-GR	151	111	121
FG0000131	BH-GR	1	0	0
PM0000584	BH-GR	0	0	10216
PM0000366	BH-GR	0	0	1500
PM0000365	BH-GR	0	0	1500
PM0000634	BH-GR	0	0	510.8
FG0000134	BH-GR	1500	0	0
PM0000662	BH-GR	0	0	1500
PM0000084	BH-GR	0	0	810
PM0000368	BH-GR	0	0	3
PM0000367	BH-GR	0	0	3
PM0000245	BH-GR	0	0	278.25
FG0000135	BH-GR	3	0	0
PM0000370	BH-GR	0	0	25
PM0000369	BH-GR	0	0	25
PM0000819	BH-GR	0	0	17.2
FG0000136	BH-GR	25	22	22
PM0000372	BH-GR	0	0	8
PM0000371	BH-GR	0	0	8
FG0000137	BH-GR	8	2	2
PM0000374	BH-GR	0	0	400
PM0000373	BH-GR	0	0	400
FG0000138	BH-GR	400	0	0
PM0000407	BH-GR	0	0	662
PM0000376	BH-GR	0	0	797
PM0000375	BH-GR	0	0	797
FG0000139	BH-GR	797	0	0
PM0000378	BH-GR	0	0	134
PM0000377	BH-GR	0	0	134
FG0000140	BH-GR	134	10	10
PM0000379	BH-GR	0	0	2
PM0000380	BH-GR	0	0	2
FG0000141	BH-GR	2	0	0
RM0000011	BH-GR	0	0	3741
PM0000425	BH-GR	0	0	141
PM0000426	BH-GR	0	0	141
PM0000427	BH-GR	0	0	708
PM0000428	BH-GR	0	0	708
PM0000672	BH-GR	0.33	0	85.7
PM0000402	BH-GR	0	0	124
FG0000145	BH-GR	26	0	0
FG0000146	BH-GR	18	27	27
RM0000008	BH-GR	0	0	128
PM0000400	BH-GR	0	0	128
PM0000399	BH-GR	0	0	128
PM0000409	BH-GR	0	0	31.81
PM0000397	BH-GR	0	0	442
PM0000396	BH-GR	0	0	442
FG0000178	GP-FG	1140	0	0
PM0000408	BH-GR	0	0	1511
PM0000386	BH-GR	0	0	1130
PM0000385	BH-GR	0	0	1130
PM0000657	BH-GR	0	0	70.63
PM0000395	BH-GR	0	0	671
PM0000632	BH-GR	0	0	167.75
PM0000560	BH-GR	0	0	22
PM0000417	BH-GR	0	0	2
PM0000418	BH-GR	0	0	2
FG0000155	BH-GR	2	0	0
PM0000125	BH-GR	0	0	12
PM0000415	BH-GR	0	0	12
PM0000416	BH-GR	0	0	12
PM0000128	BH-GR	0	0	5.46
FG0000160	BH-GR	8	0	0
PM0000498	BH-GR	0	0	119
PM0000421	BH-GR	0	0	119
PM0000422	BH-GR	0	0	119
FG0000161	BH-GR	119	5	5
PM0000466	BH-GR	0	0	288
PM0000536	BH-GR	0	0	4
FG0000170	BH-GR	4	0	0
FG0000176	BH-GR	80	0	0
PM0000593	BH-GR	0	0	65
FG0000178	BH-GR	65	0	0
PM0000494	BH-GR	319	0	638
PM0000495	BH-GR	319	0	638
PM0000507	BH-GR	80.75	0	83.75
FG0000184	BH-GR	319	0	319
RM0000034	BH-GR	20	0	20
PM0000492	BH-GR	4	0	8
PM0000493	BH-GR	4	0	8
FG0000186	BH-GR	8	4	8
PM0000346	BH-GR	0	0	104
FG0000191	BH-GR	104	0	0
PM0000186	BH-GR	0	0	624
FG0000192	BH-GR	627	34	34
PM0000286	BH-GR	0	0	146
PM0000287	BH-GR	0	0	146
PM0000891	BH-GR	0	0	9.87
PM0000104	BH-GR	0	0	350
PM0000433	BH-GR	0	0	315
FG0000222	BH-GR	325	20	20
PM0000626	BH-GR	0	0	1628
PM0000434	BH-GR	0	0	1628
FG0000223	BH-GR	683	0	0
RM0000007	BH-GR	0	0	2549
PM0000524	BH-GR	0	0	473
PM0000525	BH-GR	0	0	473
FG0000226	BH-GR	491	56	56
PM0000522	BH-GR	0	0	184
PM0000523	BH-GR	0	0	184
FG0000227	BH-GR	185	46	46
RM0000040	BH-GR	0	0	1537
PM0000784	BH-GR	0	0	22
PM0000785	BH-GR	0	0	22
FG0000228	BH-GR	30	18	18
PM0000260	BH-GR	0	0	303
FG0000232	BH-GR	311	11	11
PM0000575	BH-GR	0	0	2
PM0000576	BH-GR	0	0	2
FG0000242	BH-GR	2	0	0
PM0000578	BH-GR	0	0	8180
PM0000577	BH-GR	0	0	8180
FG0000243	BH-GR	8180	3200	3200
PM0000105	BH-GR	0	0	109.75
FG0000255	BH-GR	945	0	0
PM0000270	BH-GR	0	0	39
FG0000275	BH-GR	39	0	0
PM0000604	BH-GR	0	0	0.03
PM0000004	BH-GR	0	0	0.25
FG0000276	BH-GR	3	0	0
PM0000670	BH-GR	286	0	867
PM0000669	BH-GR	286	0	581
FG0000295	BH-GR	992	242	528
PM0000667	BH-GR	113	0	117
PM0000668	BH-GR	113	0	117
FG0000296	BH-GR	117	1	114
FG0000299	BH-GR	617	637	637
PM0000673	BH-GR	0	0	1
PM0000674	BH-GR	0	0	1
RM0000056	BH-GR	0	0	5
FG0000305	BH-GR	1	0	0
PM0000517	BH-GR	0	0	538
PM0000727	BH-GR	0	0	59
PM0000307	BH-GR	0	0	91
PM0000308	BH-GR	0	0	91
PM0000722	BH-GR	0	0	26.9
PM0000698	BH-GR	0	0	20
PM0000699	BH-GR	0	0	20
FG0000311	BH-GR	20	0	0
PM0000708	BH-GR	0	0	359
PM0000709	BH-GR	0	0	359
FG0000312	BH-GR	359	0	0
FG0000316	BH-GR	20	17	17
PM0000423	BH-GR	0	0	372
PM0000682	BH-GR	0	0	372
PM0000820	BH-GR	0	0	407
PM0000681	BH-GR	0	0	35
FG0000319	BH-GR	35	17	17
PM0000724	BH-GR	0	0	32
FG0000320	BH-GR	64	32	32
RM0000054	BH-GR	0	0	489
PM0000726	BH-GR	0	0	479
PM0000690	BH-GR	0	0	479
PM0000691	BH-GR	0	0	479
FG0000324	BH-GR	479	3279	3279
PM0000752	BH-GR	0	0	12
PM0000742	BH-GR	0	0	12
PM0000743	BH-GR	0	0	12
FG0000334	BH-GR	12	0	0
PM0000779	BH-GR	0	0	40
PM0000778	BH-GR	0	0	40
PM0000777	BH-GR	0	0	40
PM0000775	BH-GR	0	0	40
PM0000783	BH-GR	0	0	40
PM0000782	BH-GR	0	0	40
PM0000781	BH-GR	0	0	40
PM0000780	BH-GR	0	0	40
PM0000806	BH-GR	0	0	40
FG0000344	BH-GR	80	80	80
FG0000359	BH-GR	500	377	377
PM0000831	BH-GR	0	0	2
PM0000276	BH-GR	0	0	1
FG0000370	BH-GR	2	0	0
PM0000054	BH-GR	0	0	4151
PM0000824	BH-GR	0	0	4110
PM0000825	BH-GR	0	0	207.55
FG0000379	BH-GR	4130	360	360
PM0000859	BH-GR	0	0	4
FG0000383	BH-GR	4	4	4
PM0000861	BH-GR	0	0	35
FG0000389	BH-GR	35	0	0
PM0000863	BH-GR	0	0	2
PM0000864	BH-GR	0	0	80
FG0000407	BH-GR	80	80	80
PM0000860	BH-GR	0	0	6
FG0000418	BH-GR	6	6	6
PM0000247	BH-GR	0	0	1
FG0000423	BH-GR	24	24	24
PM0000071	BH-PM	0	0	30350
PM0000071	BH-BS	0	0	0
PM0000349	BH-PM	0	0	0
PM0000349	BH-BS	0	0	0
PM0000350	BH-PM	0	0	0
PM0000350	BH-BS	0	0	0
SF0000001	BH-GR	264	0	264
FG0000297	BH-GR	265	265	265
SF0000002	BH-GR	280.21	0	280.21
PM0000609	BH-GR	0	0	17
FG0000317	BH-GR	17	17	17
SF0000004	BH-GR	15	0	15
PM0000628	BH-GR	0	0	1
FG0000387	BH-GR	1	0	0
PM0000411	BH-WST	0	0	0
PM0000251	BH-WST	0	0	0
PM0000091	BH-WST	0	0	0
PM0000090	BH-WST	0	0	0
PM0000409	BH-PM	0	0	1990
PM0000079	BH-PM	126000	0	732000
PM0000345	BH-PM	0	0	5400
PM0000344	BH-PM	0	0	5400
PM0000691	BH-PM	4500	0	9000
PM0000690	BH-PM	4500	0	9000
PM0000265	BH-PM	0	0	6650
PM0000266	BH-PM	0	0	6650
PM0000228	BH-BS	0	0	0
PM0000228	BH-NM	0	0	0
PM0000350	BH-PC	4240	0	0
PM0000349	BH-PC	4240	0	0
PM0000017	BH-BS	0	0	0
PM0000018	BH-BS	0	0	0
PM0000060	BH-BS	0	0	12000
PM0000365	BH-BS	0	0	0
PM0000365	BH-PC	0	0	0
PM0000366	BH-BS	0	0	0
PM0000366	BH-PC	0	0	0
PM0000634	BH-BS	0	0	0
PM0000634	BH-PC	6024	0	0
PM0000004	BH-WST	0	0	0
PM0000008	BH-WST	0	0	0
PM0000009	BH-WST	0	0	0
PM0000012	BH-WST	0	0	0
PM0000015	BH-WST	0	0	0
PM0000022	BH-WST	0	0	0
PM0000023	BH-WST	0	0	0
PM0000025	BH-WST	0	0	0
PM0000026	BH-WST	0	0	0
PM0000029	BH-WST	0	0	0
PM0000031	BH-WST	0	0	0
PM0000035	BH-WST	0	0	0
PM0000036	BH-WST	0	0	0
PM0000038	BH-WST	0	0	0
PM0000039	BH-WST	0	0	0
PM0000041	BH-GR	10	0	0
PM0000041	BH-WST	0	0	0
PM0000042	BH-GR	10	0	0
PM0000042	BH-WST	0	0	0
PM0000045	BH-WST	0	0	0
PM0000047	BH-WST	0	0	0
PM0000048	BH-WST	0	0	0
PM0000049	BH-WST	0	0	0
PM0000050	BH-WST	0	0	0
PM0000051	BH-WST	0	0	0
PM0000052	BH-WST	0	0	0
PM0000055	BH-GR	0	0	319
PM0000055	BH-WST	0	0	0
PM0000056	BH-WST	0	0	0
PM0000057	BH-WST	0	0	0
PM0000059	BH-WST	0	0	0
PM0000062	BH-WST	0	0	0
PM0000068	BH-WST	0	0	0
PM0000071	BH-WST	0	0	0
PM0000072	BH-WST	0	0	0
PM0000074	BH-WST	0	0	0
PM0000075	BH-WST	0	0	0
PM0000077	BH-WST	0	0	0
PM0000082	BH-WST	0	0	0
PM0000084	BH-WST	0	0	0
PM0000094	BH-WST	0	0	0
PM0000104	BH-WST	0	0	0
PM0000105	BH-WST	0	0	0
PM0000107	BH-WST	0	0	0
PM0000108	BH-WST	0	0	0
PM0000113	BH-WST	0	0	0
PM0000117	BH-WST	0	0	0
PM0000118	BH-WST	0	0	0
PM0000128	BH-WST	0	0	0
PM0000130	BH-WST	0	0	0
PM0000155	BH-WST	0	0	0
PM0000158	BH-WST	0	0	0
PM0000159	BH-WST	0	0	0
PM0000162	BH-WST	0	0	0
PM0000182	BH-WST	0	0	0
PM0000186	BH-WST	0	0	0
PM0000187	BH-WST	0	0	0
PM0000193	BH-WST	0	0	0
PM0000195	BH-WST	0	0	0
PM0000218	BH-WST	0	0	0
PM0000219	BH-WST	0	0	0
PM0000224	BH-WST	0	0	0
PM0000225	BH-WST	0	0	0
PM0000226	BH-WST	0	0	0
PM0000227	BH-WST	0	0	0
PM0000229	BH-WST	0	0	0
PM0000245	BH-WST	0	0	0
PM0000247	BH-WST	0	0	0
PM0000254	BH-WST	0	0	0
PM0000259	BH-WST	0	0	0
PM0000260	BH-WST	0	0	0
PM0000265	BH-WST	0	0	0
PM0000266	BH-WST	0	0	0
PM0000270	BH-WST	0	0	0
PM0000273	BH-WST	0	0	0
PM0000274	BH-WST	0	0	0
PM0000275	BH-WST	0	0	0
PM0000276	BH-WST	0	0	0
PM0000278	BH-WST	0	0	0
PM0000279	BH-WST	0	0	0
PM0000280	BH-WST	0	0	0
PM0000281	BH-WST	0	0	0
PM0000282	BH-WST	0	0	0
PM0000283	BH-WST	0	0	0
PM0000284	BH-WST	0	0	0
PM0000285	BH-WST	0	0	0
PM0000286	BH-WST	0	0	0
PM0000287	BH-WST	0	0	0
PM0000288	BH-WST	0	0	0
PM0000289	BH-WST	0	0	0
PM0000303	BH-GR	0	0	0
PM0000303	BH-WST	0	0	0
PM0000307	BH-WST	0	0	0
PM0000308	BH-WST	0	0	0
PM0000333	BH-WST	0	0	0
PM0000335	BH-WST	0	0	0
PM0000344	BH-WST	0	0	0
PM0000345	BH-WST	0	0	0
PM0000346	BH-WST	0	0	0
PM0000347	BH-WST	0	0	0
PM0000348	BH-WST	0	0	0
PM0000349	BH-WST	0	0	0
PM0000350	BH-WST	0	0	0
PM0000357	BH-WST	0	0	0
PM0000358	BH-WST	0	0	0
PM0000359	BH-WST	0	0	0
PM0000360	BH-WST	0	0	0
PM0000365	BH-WST	0	0	0
PM0000366	BH-WST	0	0	0
PM0000367	BH-WST	0	0	0
PM0000368	BH-WST	0	0	0
PM0000369	BH-WST	0	0	0
PM0000370	BH-WST	0	0	0
PM0000371	BH-WST	0	0	0
PM0000372	BH-WST	0	0	0
PM0000373	BH-WST	0	0	0
PM0000374	BH-WST	0	0	0
PM0000375	BH-WST	0	0	0
PM0000376	BH-WST	0	0	0
PM0000377	BH-WST	0	0	0
PM0000378	BH-WST	0	0	0
PM0000379	BH-WST	0	0	0
PM0000380	BH-WST	0	0	0
PM0000385	BH-WST	0	0	0
PM0000386	BH-WST	0	0	0
PM0000394	BH-WST	0	0	0
PM0000396	BH-WST	0	0	0
PM0000397	BH-WST	0	0	0
PM0000399	BH-WST	0	0	0
PM0000400	BH-WST	0	0	0
PM0000402	BH-WST	0	0	0
PM0000407	BH-WST	0	0	0
PM0000415	BH-WST	0	0	0
PM0000416	BH-WST	0	0	0
PM0000417	BH-WST	0	0	0
PM0000418	BH-WST	0	0	0
PM0000421	BH-WST	0	0	0
PM0000422	BH-WST	0	0	0
PM0000423	BH-WST	0	0	0
PM0000424	BH-WST	0	0	0
PM0000433	BH-WST	0	0	0
PM0000434	BH-WST	0	0	0
PM0000453	BH-GR	0	0	0
PM0000453	BH-WST	0	0	0
PM0000471	BH-WST	0	0	0
PM0000490	BH-GR	0	0	319
PM0000490	BH-WST	0	0	0
PM0000491	BH-GR	0	0	319
PM0000491	BH-WST	0	0	0
PM0000492	BH-WST	0	0	0
PM0000493	BH-WST	0	0	0
PM0000494	BH-WST	0	0	0
PM0000495	BH-WST	0	0	0
PM0000496	BH-GR	0	0	319
PM0000496	BH-WST	0	0	0
PM0000498	BH-WST	0	0	0
PM0000506	BH-WST	0	0	0
PM0000507	BH-WST	0	0	0
PM0000517	BH-WST	0	0	0
PM0000522	BH-WST	0	0	0
PM0000523	BH-WST	0	0	0
PM0000524	BH-WST	0	0	0
PM0000525	BH-WST	0	0	0
PM0000536	BH-WST	0	0	0
PM0000560	BH-WST	0	0	0
PM0000567	BH-WST	0	0	0
PM0000575	BH-WST	0	0	0
PM0000576	BH-WST	0	0	0
PM0000577	BH-WST	0	0	0
PM0000578	BH-WST	0	0	0
PM0000584	BH-WST	0	0	0
PM0000588	BH-WST	0	0	0
PM0000593	BH-WST	0	0	0
PM0000604	BH-WST	0	0	0
PM0000609	BH-WST	0	0	0
PM0000626	BH-WST	0	0	0
PM0000628	BH-WST	0	0	0
PM0000632	BH-WST	0	0	0
PM0000634	BH-WST	0	0	0
PM0000656	BH-WST	0	0	0
PM0000657	BH-WST	0	0	0
PM0000658	BH-WST	0	0	0
PM0000660	BH-WST	0	0	0
PM0000662	BH-WST	0	0	0
PM0000663	BH-WST	0	0	0
PM0000667	BH-WST	0	0	0
PM0000668	BH-WST	0	0	0
PM0000669	BH-WST	0	0	0
PM0000670	BH-WST	0	0	0
PM0000671	BH-GR	3.45	0	0
PM0000671	BH-WST	0	0	0
PM0000672	BH-WST	0	0	0
PM0000673	BH-WST	0	0	0
PM0000674	BH-WST	0	0	0
PM0000681	BH-WST	0	0	0
PM0000682	BH-WST	0	0	0
PM0000690	BH-WST	0	0	0
PM0000691	BH-WST	0	0	0
PM0000698	BH-WST	0	0	0
PM0000699	BH-WST	0	0	0
PM0000708	BH-WST	0	0	0
PM0000709	BH-WST	0	0	0
PM0000724	BH-WST	0	0	0
PM0000726	BH-WST	0	0	0
PM0000727	BH-WST	0	0	0
PM0000729	BH-WST	0	0	0
PM0000742	BH-WST	0	0	0
PM0000743	BH-WST	0	0	0
PM0000752	BH-WST	0	0	0
PM0000765	BH-WST	0	0	0
PM0000775	BH-WST	0	0	0
PM0000777	BH-WST	0	0	0
PM0000778	BH-WST	0	0	0
PM0000779	BH-WST	0	0	0
PM0000780	BH-WST	0	0	0
PM0000781	BH-WST	0	0	0
PM0000782	BH-WST	0	0	0
PM0000783	BH-WST	0	0	0
PM0000806	BH-WST	0	0	0
PM0000819	BH-WST	0	0	0
PM0000820	BH-WST	0	0	0
PM0000831	BH-WST	0	0	0
PM0000859	BH-WST	0	0	0
PM0000860	BH-WST	0	0	0
PM0000861	BH-WST	0	0	0
PM0000863	BH-WST	0	0	0
PM0000891	BH-WST	0	0	0
FG0000047	GP-FG	9006	600	600
PM0000029	BH-BS	0	0	1652
PM0000029	BH-PC	2	0	0
FG0000026	BH-PF	2	0	2
PM0000251	BH-NM	0	0	0
PM0000224	BH-PM	0	0	60300
PM0000224	BH-BS	0	0	0
PM0000832	BH-PM	0	0	0
PM0000832	BH-BT	50	0	0
FG0000404	GP-FG	10875	75	1075
PM0000085	BH-NM	0	0	0
PM0000523	BH-PC	67351	0	0
PM0000522	BH-PC	67351	0	0
PM0000270	BH-BS	0	0	0
PM0000270	BH-PC	1963	0	0
PM0000224	BH-PC	44190	0	0
PM0000071	BH-PC	59440	0	0
SC0000078	GP-FG	0	0	0
SC0000078	BH-SC	0	0	0
SC0000064	GP-FG	337	0	0
SC0000064	BH-SC	31	0	0
SC0000065	GP-FG	0	0	0
SC0000065	BH-SC	0	0	0
SC0000091	GP-FG	0	0	0
SC0000091	BH-SC	0	0	0
SC0000008	GP-FG	0	0	0
SC0000008	BH-SC	0	0	0
SC0000005	GP-FG	0	0	0
SC0000005	BH-SC	0	0	0
PM0000259	BH-PM	0	0	0
PM0000259	BH-BS	0	0	0
FG0000033	BH-PF	0	0	44190
FG0000033	BH-BT	4300	0	0
PM0000259	BH-PC	1868	0	0
FG0000222	GP-FG	0	0	0
FG0000222	BH-BT	0	0	0
FG0000318	GP-FG	0	0	0
FG0000318	BH-BT	0	0	0
FG0000319	GP-FG	18	1	1
RM0000016	BH-CRUDE	1055693.84	0	575702.72
RM0000015	BH-GJ	29021.95	0	560255.73
FG0000106	BH-PF	20400	0	36989
PM0000074	BH-PM	0	0	105000
PM0000594	BH-PM	0	0	574050
FG0000405	GP-FG	11365	2695	2695
PM0000266	BH-BS	0	0	0
PM0000265	BH-BS	0	0	310
PM0000047	BH-BS	0	0	0
PM0000048	BH-BS	0	0	0
PM0000424	BH-PM	0	0	0
PM0000424	BH-BS	0	0	0
PM0000729	BH-PM	0	0	10000
PM0000729	BH-BS	0	0	0
PM0000899	BH-PM	0	0	2229
PM0000899	BH-BS	0	0	0
PM0000895	BH-PM	0	0	3500
PM0000895	BH-BS	0	0	0
PM0000430	BH-PM	0	0	1500
PM0000430	BH-BS	0	0	0
PM0000868	BH-PM	0	0	2000
PM0000868	BH-BS	0	0	0
PM0000907	BH-BS	0	0	0
PM0000906	BH-BS	0	0	0
PM0000911	BH-BS	0	0	0
PM0000910	BH-BS	0	0	0
PM0000056	BH-BS	0	0	0
PM0000057	BH-BS	0	0	0
PM0000852	BH-BS	0	0	0
PM0000593	BH-PM	0	0	2067
PM0000593	BH-BS	0	0	0
PM0000722	BH-BS	0	0	0
PM0000722	BH-PM	0	0	1580
PM0000819	BH-BS	0	0	0
PM0000819	BH-PM	0	0	0
PM0000009	BH-BS	0	0	0
PM0000009	BH-PM	0	0	4734
PM0000229	BH-BS	0	0	0
PM0000229	BH-PM	2879	0	7773
PM0000358	BH-BS	0	0	0
PM0000358	BH-PM	3477	0	13917
PM0000690	BH-BS	0	0	0
PM0000026	BH-BS	0	0	7020
PM0000026	BH-PM	0	0	7100
PM0000072	BH-BS	0	0	0
PM0000072	BH-PM	0	0	0
PM0000657	BH-NM	0	0	0
PM0000047	BH-PC	59128	0	0
PM0000048	BH-PC	59128	0	0
PM0000182	BH-PM	0	0	0
PM0000182	BH-BS	0	0	0
PM0000103	BH-PM	0	0	0
PM0000103	BH-BS	0	0	0
PM0000274	BH-PM	0	0	0
PM0000274	BH-BS	0	0	0
PM0000684	BH-PM	0	0	0
PM0000684	BH-BS	0	0	0
PM0000159	BH-BS	0	0	0
PM0000158	BH-BS	0	0	0
PM0000385	BH-BS	0	0	0
PM0000386	BH-BS	0	0	0
PM0000860	BH-PM	0	0	154600
PM0000860	BH-BS	0	0	0
PM0000392	BH-PM	0	0	0
PM0000392	BH-BS	0	0	0
PM0000393	BH-PM	0	0	0
PM0000393	BH-BS	0	0	0
PM0000606	BH-PM	0	0	0
PM0000606	BH-BS	0	0	0
PM0000348	BH-PM	0	0	0
PM0000348	BH-BS	0	0	0
PM0000347	BH-PM	0	0	0
PM0000347	BH-BS	0	0	0
PM0000226	BH-PM	0	0	22200
PM0000226	BH-BS	0	0	6318
PM0000863	BH-PM	0	0	0
PM0000863	BH-BS	0	0	0
PM0000045	BH-PM	0	0	29700
PM0000045	BH-BS	0	0	0
PM0000360	BH-PM	0	0	0
PM0000360	BH-BS	0	0	0
PM0000359	BH-PM	0	0	0
PM0000359	BH-BS	0	0	0
PM0000051	BH-PM	0	0	0
PM0000051	BH-BS	0	0	0
PM0000052	BH-PM	0	0	0
PM0000052	BH-BS	0	0	449
PM0000077	BH-PM	0	0	10171
PM0000077	BH-BS	0	0	128
PM0000862	BH-BS	0	0	0
PM0000862	BH-PC	1340	0	31
PM0000394	BH-BS	0	0	0
PM0000394	BH-PC	15940	0	0
PM0000531	BH-BS	8000	0	0
PM0000531	BH-PC	0	0	0
PM0000424	BH-PC	1132	0	0
PM0000696	BH-BS	0	0	0
PM0000696	BH-PC	0	0	0
PM0000506	BH-BS	0	0	0
PM0000506	BH-PC	126016	0	1190
PM0000726	BH-BS	0	0	0
PM0000726	BH-PC	0	0	0
PM0000059	BH-BS	0	0	0
PM0000059	BH-PC	39885	0	0
