code,name,kind,uom,bom_level,make_or_buy,need,onhand,onorder,short_vs_stock,short_net,fastest_days,fastest_vendor,slowest_days,slowest_vendor
PM0000364,LABEL 2 LTR SUNFLOWER HANDEL BOTTLE FRONT,LABEL,PCS,1,BUY,261.00,15601.00,0.00,-15340.00,-15340.00,,,,
PM0000363,LABEL 2 LTR SUNFLOWER HANDEL BOTTLE BACK,LABEL,PCS,1,BUY,261.00,15601.00,0.00,-15340.00,-15340.00,,,,
PM0000899,CARTON 3 LTR OLIVE 3 PCS,CARTON,PCS,1,BUY,257.13,1728.00,0.00,-1470.87,-1470.87,,,,
PM0000005,CARTON 1 LTR 12 POUCHES,CARTON,PCS,1,BUY,222.67,35299.36,19207.67,-35076.69,-54284.36,17.0,SSY CONTAINERS PVT LTD,32.5,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000182,CARTON 3 LTR 6 PCS,CARTON,PCS,1,BUY,204.48,1845.26,12484.33,-1640.77,-14125.11,1.7,SSY CONTAINERS PVT LTD,21.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000838,CARTON 2 LTR 10 PCS HANDLE BOTTLE PLAIN,CARTON,PCS,1,BUY,197.00,1996.00,0.00,-1799.00,-1799.00,4.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,4.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000589,CARTON PET BOTTLE 100 ML 20 PCS,CARTON,PCS,1,BUY,146.60,848.20,800.00,-701.60,-1501.60,2.0,PACKSTER PACKAGING SOLUTIONS,4.0,CVS PACKAGING PRIVATE LIMITED
PM0000859,LABEL 13 KG REFINED CANOLA,LABEL,PCS,1,BUY,116.25,3008.00,0.00,-2891.75,-2891.75,2.5,MEDIA GRAPHIC PRINTS VEND,4.8,PACKGEN INTERNATIONAL PVT LTD
PM0000130,POUCH REFINED MULTI ROLLS KGS,POUCH,KGS,1,BUY,22.27,1098.56,0.00,-1076.30,-1076.30,4.0,UFLEX LIMITED NEW,4.0,UFLEX LIMITED NEW
PM0000227,LABEL 4 LTR COLD PRESS FRONT,LABEL,PCS,1,BUY,10.85,69677.00,5000.00,-69666.15,-74666.15,9.8,ROYAL PRIME LABELS,9.8,ROYAL PRIME LABELS
PM0000660,TIN STRIP,TIN,KGS,1,BUY,8.61,1242.94,74.00,-1234.34,-1308.34,1.4,JOY PACK INDIA PVT LTD,1.4,JOY PACK INDIA PVT LTD
PM0000672,SHRINK ROLL POF GM,SHRINK,MTR,1,BUY,8.17,1473.07,40147.50,-1464.90,-41612.40,-2.3,JOY PACK INDIA PVT LTD,26.0,VIBGYOR INTERNATIONAL PVT.LTD (AAACV0110H)
PM0000073,MS COATED DRUM 200 LTR,DRUM,PCS,1,BUY,5.25,99.00,159.00,-93.75,-252.75,2.1,EAST INDIA DRUMS AND BARRELS MANUFACTURING LIMITED AAACV4766F,25.9,BALAJI STEEL DRUM AND BARRELS PRIVATE LIMITED
PM0000033,LABEL 2 LTR COLD PRESS FRONT,LABEL,PCS,1,BUY,2.10,10.00,0.00,-7.90,-7.90,,,,
PM0000032,LABEL 2 LTR COLD PRESS BACK,LABEL,PCS,1,BUY,2.10,10.00,0.00,-7.90,-7.90,,,,
RM0000003,MUSTARD LOOSE OIL,MUSTARD,LTR,2,BUY,859607.77,152723.17,551806.05,706884.60,155078.55,12.7,VAISHNODEVI AGRO RESOURCES PRIVATE LIMITED,50.2,AWL AGRI BUSINESS LIMITED
PM0000235,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN,CAPS,PCS,2,BUY,724734.95,676615.00,449000.00,48119.95,-400880.05,9.8,MAHESHWARI CAPS PVT LTD,17.1,BABAJI UDYOG PVT. LTD.
PM0000851,PET BOTTLE 1 LTR 26 GM,PET BOTTLES,PCS,2,BUY,558691.45,306759.00,1202246.00,251932.45,-950313.55,11.1,BR AGROTECH LTD,27.3,TPAC PACKAGING INDIA PVT LTD II
PM0000020,LABEL 1 LTR KACHCHI GHANI FRONT,LABEL,PCS,2,BUY,464493.75,562996.00,0.00,-98502.25,-98502.25,6.0,ROYAL PRIME LABELS,6.6,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000019,LABEL 1 LTR KACHCHI GHANI BACK,LABEL,PCS,2,BUY,464493.75,549695.00,0.00,-85201.25,-85201.25,6.0,ROYAL PRIME LABELS,6.6,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000085,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO,CAPS,PCS,2,BUY,447142.90,312338.00,610000.00,134804.90,-475195.10,2.0,MAHESHWARI CAPS PVT LTD,14.2,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q)
PM0000194,PET BOTTLE 1 LTR 40 GMS,PET BOTTLES,PCS,2,MAKE,391478.30,132033.00,195544.00,259445.30,63901.30,9.0,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),37.2,TPAC PACKAGING INDIA PVT LTD
RM0000011,GROUNDNUT LOOSE OIL,GROUNDNUT,LTR,2,BUY,330187.35,71315.08,50000.00,258872.27,208872.27,8.0,VINOD AGRO INDUSTRIES PRIVATE LIMITED,22.5,ARIHANT SOLVEX PRIVATE LIMITED
RM0000009,REFINED SUNFLOWER OIL,SUNFLOWER,LTR,2,BUY,326972.45,14294.42,0.00,312678.03,312678.03,7.0,MODI OIL TRADERS,12.0,KUTCH CHEMICAL INDUSTRIES LIMITED
PM0000230,LABEL 1 LTR SUNFLOWER FRONT,LABEL,PCS,2,BUY,262508.35,215689.00,20800.00,46819.35,26019.35,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000231,LABEL 1 LTR SUNFLOWER BACK,LABEL,PCS,2,BUY,262508.35,232204.00,20800.00,30304.35,9504.35,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000121,PET BOTTLE 1 LTR 52 GMS POMACE,PET BOTTLES,PCS,2,MAKE,180887.40,168815.00,313685.00,12072.40,-301612.60,26.6,BR AGROTECH LTD,53.7,ECHO PLAST INDIA
RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,CANOLA,LTR,2,MAKE,175614.05,26867.85,115458.00,148746.21,33288.21,14.0,DIL EXIM COMMODITIES PRIVATE LIMITED,28.0,ALBA EDIBLE OILS PTY LTD
PM0000425,LABEL 1 LTR GROUNDNUT FRONT,LABEL,PCS,2,BUY,172808.20,193191.00,251000.00,-20382.80,-271382.80,5.8,ROYAL PRIME LABELS,9.6,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000426,LABEL 1 LTR GROUNDNUT BACK,LABEL,PCS,2,BUY,172808.20,192896.00,251500.00,-20087.80,-271587.80,5.8,ROYAL PRIME LABELS,9.6,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000079,CAPS 1 & 2 LTR FULL GREEN WITH LOGO,CAPS,PCS,2,BUY,144581.60,240476.00,675017.00,-95894.40,-770911.40,18.3,BABAJI UDYOG PVT. LTD.,21.3,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q)
