section,module,key,company,http,live_status,as_of,metric,value,unit,verified,feeds_planner,note
ENDPOINT,PLANNING & PURCHASE,/dashboards/inventory-age/filter-options/,JIVO_OIL,404,DEAD (404 - endpoint removed since 2026-08-11 manifest),,rows,-,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/dashboards/inventory-age/report/,JIVO_OIL,404,DEAD (404 - endpoint removed since 2026-08-11 manifest),,rows,-,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/dashboards/sales-planning-requirement/analysis/,JIVO_OIL,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/dashboards/sales-planning-requirement/report/,JIVO_OIL,200,LIVE,,rows,data:50,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/dashboards/sales-planning-requirement/status/,JIVO_OIL,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/dashboards/stock/,JIVO_OIL,200,LIVE,,rows,data:50,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/dashboards/stock/as-of/,JIVO_OIL,200,LIVE,,rows,data:50,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/batches/,JIVO_MART,200,LIVE,,rows,29,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/combos/,JIVO_MART,200,LIVE,,rows,72,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/dispatches/orders-in-range/,JIVO_MART,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/dispatches/sheets/,JIVO_MART,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/dispatches/,JIVO_MART,200,LIVE,,rows,results:25,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/delivery-notes/reconcile/,JIVO_MART,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/delivery-notes/posted/,JIVO_MART,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/delivery-notes/sheets/,JIVO_MART,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/delivery-notes/summary/,JIVO_MART,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/gate/queue/,JIVO_MART,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/issue-requests/,JIVO_MART,200,LIVE,,rows,2,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/orders/,JIVO_MART,200,LIVE,,rows,results:25,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/packing/queue/,JIVO_MART,200,LIVE,,rows,results:25,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/packing/summary/,JIVO_MART,200,LIVE,,rows,items:20,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/reconciliation/,JIVO_MART,200,LIVE,,rows,rows:3527,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/reports/reconciliation/export.csv,JIVO_MART,200,LIVE,,rows,-,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/returns/,JIVO_MART,200,LIVE,,rows,results:1,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/sap-items/,JIVO_MART,200,LIVE,,rows,0,,TRUE,,0 rows without a search term (type-ahead only)
ENDPOINT,MARKETPLACE,/marketplace/sku-mappings/,JIVO_MART,200,LIVE,,rows,101,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/warehouse-insights/,JIVO_MART,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,MARKETPLACE,/marketplace/warehouses/,JIVO_MART,200,LIVE,,rows,1,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/non-moving-rm/item-groups/,JIVO_OIL,200,LIVE,,rows,data:10,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/non-moving-rm/report/,JIVO_OIL,502,ERROR 502,,rows,obj,,TRUE,,
ENDPOINT,ORDER PROCESSING,/oms/invoices/,JIVO_OIL,200,LIVE,,rows,27,,TRUE,,
ENDPOINT,ORDER PROCESSING,/oms/invoices/pending-count/,JIVO_OIL,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/po/open-pos/,JIVO_OIL,200,LIVE,,rows,4,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/po/vendors/,JIVO_OIL,200,LIVE,,rows,2224,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/po/warehouses/,JIVO_OIL,200,LIVE,,rows,46,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/sap/plan-dashboard/details/,JIVO_OIL,404,DEAD (404 - endpoint removed since 2026-08-11 manifest),,rows,-,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/sap/plan-dashboard/procurement/,JIVO_OIL,404,DEAD (404 - endpoint removed since 2026-08-11 manifest),,rows,-,,TRUE,,
ENDPOINT,PLANNING & PURCHASE,/sap/plan-dashboard/summary/,JIVO_OIL,404,DEAD (404 - endpoint removed since 2026-08-11 manifest),,rows,-,,TRUE,,
ENDPOINT,ORDER PROCESSING,/order-processing/dashboard/,JIVO_OIL,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,ORDER PROCESSING,/order-processing/line-issues/,JIVO_OIL,200,LIVE,,rows,results:0,,TRUE,,0 flagged lines in the frozen mirror
ENDPOINT,ORDER PROCESSING,/order-processing/materials/,JIVO_OIL,200,LIVE,,rows,105,,TRUE,,
ENDPOINT,ORDER PROCESSING,/order-processing/orders/,JIVO_OIL,200,LIVE,,rows,results:50,,TRUE,,
ENDPOINT,ORDER PROCESSING,/order-processing/procurement/,JIVO_OIL,200,LIVE,,rows,37,,TRUE,,
ENDPOINT,ORDER PROCESSING,/order-processing/production/,JIVO_OIL,200,LIVE,,rows,15,,TRUE,,
ENDPOINT,ORDER PROCESSING,/order-processing/sync/,JIVO_OIL,200,LIVE,,rows,runs:6,,TRUE,,
ENDPOINT,SUPPLY CHAIN,/supply-chain/alarms/preview/,JIVO_OIL,200,LIVE,,rows,subscriptions:0,,TRUE,,"BUILT BUT EMPTY - 0 subscriptions, the morning alarm reaches nobody"
ENDPOINT,SUPPLY CHAIN,/supply-chain/capacity/,JIVO_OIL,200,LIVE,,rows,machines:0,,TRUE,,BUILT BUT EMPTY - 0 machines; feasible:true is a FALSE GREEN
ENDPOINT,SUPPLY CHAIN,/supply-chain/dashboard/,JIVO_OIL,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,SUPPLY CHAIN,/supply-chain/floor-convention/,JIVO_OIL,200,LIVE,,rows,rows:294,,TRUE,,
ENDPOINT,SUPPLY CHAIN,/supply-chain/floors/,JIVO_OIL,200,LIVE,,rows,rows:0,,TRUE,,"BUILT BUT EMPTY - 0 items compared, 294 have no sales trend on file"
ENDPOINT,SUPPLY CHAIN,/supply-chain/live-trail/,JIVO_OIL,200,LIVE,,rows,departments:5,,TRUE,,
ENDPOINT,SUPPLY CHAIN,/supply-chain/monitored-skus/,JIVO_OIL,200,LIVE,,rows,0,,TRUE,,"BUILT BUT EMPTY - nothing enrolled, so the daily shortage run checks nothing"
ENDPOINT,SUPPLY CHAIN,/supply-chain/parameters/,JIVO_OIL,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,SUPPLY CHAIN,/supply-chain/policy/,JIVO_OIL,200,LIVE,,rows,obj,,TRUE,,
ENDPOINT,SUPPLY CHAIN,/supply-chain/procurement/,JIVO_OIL,200,LIVE,,rows,rows:294,,TRUE,,
ENDPOINT,SUPPLY CHAIN,/supply-chain/reference/imports/,JIVO_OIL,200,LIVE,,rows,0,,TRUE,,BUILT BUT EMPTY - no reference workbook has ever been imported
ENDPOINT,SUPPLY CHAIN,/supply-chain/reference/lead-times/,JIVO_OIL,200,LIVE,,rows,0,,TRUE,,BUILT BUT EMPTY - reference workbook never uploaded
ENDPOINT,SUPPLY CHAIN,/supply-chain/reference/machines/,JIVO_OIL,200,LIVE,,rows,0,,TRUE,,BUILT BUT EMPTY - no machine capacity on file
ENDPOINT,SUPPLY CHAIN,/supply-chain/reference/sku-machines/,JIVO_OIL,200,LIVE,,rows,0,,TRUE,,BUILT BUT EMPTY - no SKU-to-machine map on file
ENDPOINT,SUPPLY CHAIN,/supply-chain/runs/latest/,JIVO_OIL,200,LIVE,,rows,rows:0,,TRUE,,"ONE run ever (2026-08-10), 0 rows, blocking issue NO_SKU"
ENDPOINT,SUPPLY CHAIN,/supply-chain/runs/,JIVO_OIL,200,LIVE,,rows,1,,TRUE,,"ONE run ever, 2026-08-10, REVIEWED, 0 red/amber/green"
ENDPOINT,SUPPLY CHAIN,/supply-chain/weekly/,JIVO_OIL,200,LIVE,,rows,obj,,TRUE,,0 verdicts recorded - the alarm trial has taught nothing
PLAN_SOURCE,PLANNING & PURCHASE,SAP OFCT/FCT1 (JIVO_OIL_HANADB),JIVO_OIL,,"LIVE - 25 monthly forecasts, Nov-2024 to Sep-2026",2026-08-30,forecasts on file,25,months,TRUE,YES,"THE authoritative plan register. AbsID 44 = Sep-2026 (84 lines, by SUMIT). AbsID 43 = Aug-2026 (98 lines). Grain: ONE date per line (1st of month), ONE warehouse (BH-PF), qty in PCS. No weekly split."
PLAN_SOURCE,PLANNING & PURCHASE,factory app mirror of OFCT (dashboards/sales-planning-requirement),JIVO_OIL,200,"STALE - last refresh 2026-08-02, forecast_id 43 (AUGUST)",2026-08-02T11:56:18+00:00,days stale,28,days,TRUE,NO - it is a month behind,"HANA proc SALES PLANNING VS REQUIREMENT_WEEKLY, triggered_by=manual, 294 rows, 2.83s. Sept forecast 44 exists in SAP but was never pulled."
PLAN_SOURCE,PLANNING & PURCHASE,EXIM /planning/latest/,JIVO_OIL,,LIVE - Sep-2026 uploaded 2026-08-27,2026-08-27,plan litres,4323300,L,TRUE (prior study),YES - jolly already uses it,"Same plan as SAP OFCT 44, plus a weekly split SAP does not carry. 186 rows incl. ecom split vs SAP's 84 FG lines."
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000004,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS 5 LTR 4 PCS,225000|225000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
